,plot_id,center_lon,center_lat,size_m,shape,sample_points,email,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,pl_plotid,Land Cover Elements:Trees_CanopyCover,Land Cover Elements:bush/scrub,Land Cover Elements:grass,Land Cover Elements:cultivated vegetation,Land Cover Elements:Water>treated pool,Land Cover Elements:Water>lake/ponded/container,Land Cover Elements:Water>rivers/stream,Land Cover Elements:Water>irrigation ditch,Land Cover Elements:shadow,Land Cover Elements:unknown,Land Cover Elements:Bare Ground,Land Cover Elements:Building,Land Cover Elements:Impervious Surface (no building),AOI Number
200,140962695,-77.56502267,37.6607908,square,100.0,100,8,False,,90.0,2021-07-22 02:50,59.0 secs,,0,6215,43.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,11.0,11.0,62.0
436,140877507,-77.67180334,38.73542209,square,100.0,100,64,False,,90.0,2021-07-21 23:35,170.2 secs,,0,1129,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0
313,141016357,-77.40498798,38.9118843,square,100.0,100,35,False,,90.0,2021-07-22 01:25,207.7 secs,,0,9717,39.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,15.0,12.0,97.0
208,140962703,-77.5536628,37.6562942,square,100.0,100,8,False,,90.0,2021-07-22 02:57,45.0 secs,,0,6223,44.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,9.0,21.0,62.0
742,140877813,-122.50231987826004,37.92075152007399,square,100.0,100,0,False,,90.0,2021-07-20 23:42,1193.2 secs,,0,2002,14.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,7.0,33.0,23.0,20.0
218,140962713,-77.56502267,37.64730098,square,100.0,100,8,False,,90.0,2021-07-22 03:07,77.3 secs,,0,6233,16.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,20.0,29.0,62.0
221,140962716,-77.54798287,37.64730098,square,100.0,100,8,False,,90.0,2021-07-22 03:10,87.4 secs,,0,6236,6.0,3.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,24.0,62.0
2087,140879158,-97.78160309676436,30.2672483040148,square,100.0,100,20,False,,90.0,2021-07-24 21:28,1541.4 secs,,0,5615,23.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,34.0,56.0
615,140877686,-95.43492255161786,29.765126124505795,square,100.0,100,30,False,,90.0,2021-07-11 20:37,136.6 secs,,0,1623,64.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,24.0,16.0
1286,140878357,-74.59414703359492,40.31665808795561,square,100.0,100,21,False,,90.0,2021-07-22 06:14,98.7 secs,,0,3428,74.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
1269,140878340,-74.5882491007848,40.3301479120444,square,100.0,100,21,False,,90.0,2021-07-22 04:37,247.4 secs,,0,3411,19.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0,34.0
2081,140879152,-97.78160309676436,30.27174491204439,square,100.0,100,20,False,,90.0,2021-07-24 16:32,1871.0 secs,,0,5609,60.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,56.0
2080,140879151,-97.78680929029308,30.27174491204439,square,100.0,100,20,False,,90.0,2021-07-24 16:01,36626.7 secs,,0,5608,34.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,46.0,56.0
2079,140879150,-97.79201548382184,30.27174491204439,square,100.0,100,20,False,,90.0,2021-07-24 05:50,373.3 secs,,0,5607,62.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,56.0
2077,140879148,-97.77119070970689,30.276241520073985,square,100.0,100,20,False,,90.0,2021-07-24 05:37,486.2 secs,,0,5605,8.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,56.0
2076,140879147,-97.77639690323562,30.276241520073985,square,100.0,100,20,False,,90.0,2021-07-24 05:28,223.1 secs,,0,5604,57.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
2075,140879146,-97.78160309676436,30.276241520073985,square,100.0,100,20,False,,90.0,2021-07-24 05:25,464.6 secs,,0,5603,69.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,56.0
2074,140879145,-97.78680929029308,30.276241520073985,square,100.0,100,20,False,,90.0,2021-07-24 05:17,532.2 secs,,0,5602,48.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,56.0
298,141016342,-77.42232402,38.92087752,square,100.0,100,35,False,,90.0,2021-07-21 23:54,229.5 secs,,0,9702,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,55.0,97.0
2072,140879143,-97.779,30.265,square,100.0,100,20,False,,90.0,2021-07-24 04:48,820.6 secs,,0,5600,72.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,56.0
743,140877814,-122.49662062608668,37.92075152007399,square,100.0,100,0,False,,90.0,2021-07-20 23:54,5.5 secs,,0,2003,21.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,5.0,10.0,29.0,20.0
33,140877104,-89.57126901932587,43.06558547992602,square,100.0,100,25,False,,90.0,2021-07-20 20:34,20.6 secs,,0,33,3.0,5.0,20.0,27.0,0.0,0.0,0.0,0.0,9.0,0.0,21.0,5.0,10.0,0.0
303,141016347,-77.4281027,38.91638091,square,100.0,100,35,False,,90.0,2021-07-22 00:41,282.8 secs,,0,9707,18.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,54.0,97.0
438,140962933,-114.13027027289336,51.10091847992602,square,100.0,100,26,False,,90.0,2021-07-22 05:35,430.2 secs,,0,6831,34.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,16.0,19.0,68.0
316,141016360,-77.42232402,38.9073877,square,100.0,100,35,False,,90.0,2021-07-22 12:48,224.8 secs,,0,9720,4.0,0.0,55.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,2.0,0.0,22.0,97.0
1812,140878883,-97.79802232385885,30.42795447992601,square,100.0,100,66,False,,90.0,2021-07-19 02:54,753.2 secs,,0,4836,45.0,1.0,24.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,14.0,48.0
412,140877483,-77.67180334,38.75340852,square,100.0,100,64,False,,90.0,2021-07-20 18:48,234.6 secs,,0,1105,5.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0
1999,140879070,-75.17674372628163,40.00642052007399,square,100.0,100,34,False,,90.0,2021-07-21 23:42,315.1 secs,,0,5401,9.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,61.0,54.0
1998,140879069,-75.16207,39.995179,square,100.0,100,34,False,,90.0,2021-07-21 23:37,396.8 secs,,0,5400,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,9.0,48.0,54.0
718,140877789,-106.35942012064258,31.7575953040148,square,100.0,100,58,False,,90.0,2021-07-22 17:01,1321.7 secs,,0,1915,0.0,2.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,39.0,19.0
371,140877442,-118.16020942042158,34.12803152007399,square,100.0,100,1,False,,90.0,2021-08-08 04:34,435.5 secs,,0,1001,41.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,26.0,21.0,10.0
327,141016371,-77.4281027,38.89839448,square,100.0,100,35,False,,90.0,2021-07-22 15:24,483.9 secs,,0,9731,6.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,60.0,97.0
703,140877774,-106.356776,31.755347,square,100.0,100,58,False,,90.0,2021-07-20 19:28,437.3 secs,,0,1900,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0
913,140877984,-122.01465071771008,37.32440508795561,square,100.0,100,40,False,,90.0,2021-07-23 20:11,309.3 secs,,0,2425,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,66.0,24.0
393,140877464,-118.13848394774703,34.11454169598521,square,100.0,100,1,False,,90.0,2021-08-08 07:09,331.0 secs,,0,1023,29.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,24.0,10.0
918,140877989,-121.98637528228991,37.32440508795561,square,100.0,100,40,False,,90.0,2021-07-24 00:59,475.9 secs,,0,2430,1.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0,32.0,42.0,24.0
381,140877452,-118.13848394774703,34.1235349120444,square,100.0,100,1,False,,90.0,2021-08-08 06:01,368.4 secs,,0,1011,16.0,0.0,0.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,28.0,10.0
35,140877106,-89.55895694202236,43.06558547992602,square,100.0,100,25,False,,90.0,2021-07-20 20:34,22.7 secs,,0,35,75.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
370,140877441,-118.146631,34.11679,square,100.0,100,1,False,,90.0,2021-08-08 04:27,431.2 secs,,0,1000,34.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,5.0,6.0,10.0
1262,140878333,-74.59414703359492,40.33464452007399,square,100.0,100,21,False,,90.0,2021-07-22 04:17,70.5 secs,,0,3404,23.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,50.0,34.0
34,140877105,-89.56511298067412,43.06558547992602,square,100.0,100,25,False,,90.0,2021-07-20 20:34,8.1 secs,,0,34,0.0,0.0,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,140878995,-74.2061928,40.8259,square,100.0,100,27,False,,90.0,2021-07-22 14:50,966.7 secs,,0,5200,35.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,13.0,8.0,52.0
230,140877301,-74.21970148284626,40.8615669120444,square,100.0,100,57,False,,90.0,2021-07-15 16:36,218.6 secs,,0,608,51.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,7.0,10.0,6.0
195,140962690,-77.55934273,37.66528741,square,100.0,100,8,False,,90.0,2021-07-22 02:45,44.2 secs,,0,6210,37.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,14.0,22.0,62.0
1929,140879000,-74.19727920734951,40.83714152007399,square,100.0,100,27,False,,90.0,2021-07-22 15:30,907.8 secs,,0,5205,32.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,11.0,11.0,52.0
237,140877308,-74.21375649428208,40.8570703040148,square,100.0,100,57,False,,90.0,2021-07-15 16:52,73.8 secs,,0,615,57.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,6.0
2089,140879160,-97.77119070970689,30.2672483040148,square,100.0,100,20,False,,90.0,2021-07-25 14:59,1847.2 secs,,0,5617,29.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,56.0
832,140963327,-77.2845622537329,38.7641623040148,square,100.0,100,23,False,,90.0,2021-07-21 18:51,67.9 secs,,0,7918,65.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,12.0,79.0
189,140962684,-77.55934273,37.66978402,square,100.0,100,8,False,,90.0,2021-07-22 02:41,74.7 secs,,0,6204,49.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,8.0,7.0,62.0
246,140877317,-74.19592152858957,40.85257369598521,square,100.0,100,57,False,,90.0,2021-07-15 17:22,139.5 secs,,0,624,58.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,1.0,10.0,6.0
842,140963337,-77.29609565074658,38.75516908795561,square,100.0,100,23,False,,90.0,2021-07-21 18:04,510.8 secs,,0,7928,7.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,79.0
424,140877495,-77.67180334,38.7444153,square,100.0,100,64,False,,90.0,2021-07-21 22:57,191.8 secs,,0,1117,3.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,25.0,11.0
1291,140878362,-74.60004496640506,40.31216147992602,square,100.0,100,21,False,,90.0,2021-07-23 07:35,98.0 secs,,0,3433,1.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.0
185,140962680,-77.5621827,37.6585425,square,100.0,100,8,False,,90.0,2021-07-22 02:39,116.4 secs,,0,6200,44.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,25.0,62.0
421,140877492,-77.68909866,38.7444153,square,100.0,100,64,False,,90.0,2021-07-21 22:29,216.6 secs,,0,1114,46.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0
419,140877490,-77.66603824,38.74891191,square,100.0,100,64,False,,90.0,2021-07-21 22:17,426.3 secs,,0,1112,10.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,13.0,22.0,11.0
2088,140879159,-97.77639690323562,30.2672483040148,square,100.0,100,20,False,,90.0,2021-07-25 14:29,345.6 secs,,0,5616,12.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,56.0
36,140877107,-89.55280090337061,43.06558547992602,square,100.0,100,25,False,,90.0,2021-07-20 20:34,7.5 secs,,0,36,0.0,0.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,49.0,0.0,30.0,0.0
766,140877837,-122.50231987826004,37.90276508795561,square,100.0,100,0,False,,90.0,2021-07-21 08:07,850.6 secs,,0,2026,35.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,3.0,17.0,11.0,20.0
750,140877821,-122.49092137391332,37.9162549120444,square,100.0,100,0,False,,90.0,2021-07-21 00:49,906.9 secs,,0,2010,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,20.0,0.0,0.0,20.0
759,140877830,-122.5080191304334,37.907261695985206,square,100.0,100,0,False,,90.0,2021-07-21 03:02,357.2 secs,,0,2019,62.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,20.0
1720,140878791,-77.58498052,37.6798613,square,100.0,100,61,False,,90.0,2021-07-22 00:36,569.7 secs,,0,4618,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,82.0,46.0
1270,140878341,-74.58235116797465,40.3301479120444,square,100.0,100,21,False,,90.0,2021-07-22 04:42,288.1 secs,,0,3412,11.0,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,25.0,34.0
2100,140879171,-97.77639690323562,30.25825508795561,square,100.0,100,20,False,,90.0,2021-07-25 16:53,138.2 secs,,0,5628,74.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,56.0
1524,140878595,-111.05841470828432,31.51626091204439,square,100.0,100,48,False,,90.0,2021-07-17 18:48,298.0 secs,,0,4107,26.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,41.0
1640,140878711,-96.75406010619344,33.1961969120444,square,100.0,100,60,False,,90.0,2021-07-20 22:56,567.8 secs,,0,4412,5.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,34.0,31.0,44.0
1553,140878624,-111.0320432917157,31.498274479926017,square,100.0,100,48,False,,90.0,2021-07-19 04:42,540.4 secs,,0,4136,66.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,41.0
114,141016158,-98.65572487980371,29.615967520073983,square,100.0,100,47,False,,90.0,2021-08-09 00:01,298.2 secs,,0,9203,39.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,20.0,11.0,17.0,92.0
2101,140879172,-97.77119070970689,30.25825508795561,square,100.0,100,20,False,,90.0,2021-07-25 16:57,295.9 secs,,0,5629,73.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,56.0
2102,140879173,-97.76598451617816,30.25825508795561,square,100.0,100,20,False,,90.0,2021-07-25 17:15,1037.4 secs,,0,5630,74.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,56.0
116,141016160,-98.6453813605888,29.615967520073983,square,100.0,100,47,False,,90.0,2021-08-09 00:11,367.4 secs,,0,9205,63.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,8.0,4.0,92.0
1272,140878343,-74.6059428992152,40.3256513040148,square,100.0,100,21,False,,90.0,2021-07-22 04:50,251.3 secs,,0,3414,54.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,19.0,34.0
587,140963082,-77.33978496437219,38.89892486915301,square,100.0,100,38,False,,90.0,2021-08-13 20:50,129.6 secs,,0,7232,61.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,9.0,72.0
125,141016169,-98.6608966394112,29.606974304014795,square,100.0,100,47,False,,90.0,2021-08-09 06:44,30.2 secs,,0,9214,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
12,140877083,-89.55280090337061,43.0835719120444,square,100.0,100,25,False,,90.0,2021-07-20 20:23,63.3 secs,,0,12,1.0,2.0,0.0,56.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,24.0,0.0
133,141016177,-98.65055312019626,29.602477695985204,square,100.0,100,47,False,,90.0,2021-08-09 06:58,102.5 secs,,0,9222,69.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,22.0,92.0
8,140877079,-89.57742505797762,43.0835719120444,square,100.0,100,25,False,,90.0,2021-07-20 00:23,149.9 secs,,0,8,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0
9,140877080,-89.57126901932587,43.0835719120444,square,100.0,100,25,False,,90.0,2021-07-20 00:25,135.6 secs,,0,9,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,8.0,0.0,0.0,0.0
1543,140878614,-111.0531404249706,31.50277108795561,square,100.0,100,48,False,,90.0,2021-07-19 03:20,429.0 secs,,0,4126,45.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,41.0
2107,140879178,-97.77119070970689,30.253758479926017,square,100.0,100,20,False,,90.0,2021-07-26 15:59,78809.2 secs,,0,5635,66.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,56.0
2099,140879170,-97.78160309676436,30.25825508795561,square,100.0,100,20,False,,90.0,2021-07-25 16:50,115.2 secs,,0,5627,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,56.0
1544,140878615,-111.04786614165688,31.50277108795561,square,100.0,100,48,False,,90.0,2021-07-19 03:25,347.6 secs,,0,4127,52.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,41.0
27,140877098,-89.57126901932587,43.07008208795561,square,100.0,100,25,False,,90.0,2021-07-20 20:31,31.9 secs,,0,27,19.0,0.0,5.0,53.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0
251,141074039,-75.82444912544574,37.65159208795561,square,100.0,100,54,False,,90.0,2021-07-29 02:59,80.3 secs,,0,10729,84.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,107.0
605,140877676,-95.4556430945773,29.769622732535385,square,100.0,100,30,False,,90.0,2021-07-11 20:03,403.2 secs,,0,1613,19.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,52.0,16.0
610,140877681,-95.429742415878,29.769622732535385,square,100.0,100,30,False,,90.0,2021-07-11 20:24,196.3 secs,,0,1618,15.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,16.0,16.0
2095,140879166,-97.77119070970689,30.262751695985205,square,100.0,100,20,False,,90.0,2021-07-25 15:40,1515.1 secs,,0,5623,70.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,56.0
21,140877092,-89.57126901932587,43.07457869598521,square,100.0,100,25,False,,90.0,2021-07-20 20:27,22.3 secs,,0,21,7.0,4.0,33.0,19.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,34.0,0.0
5,140877076,-89.55895694202236,43.08806852007399,square,100.0,100,25,False,,90.0,2021-07-20 00:16,234.5 secs,,0,5,82.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2098,140879169,-97.78680929029308,30.25825508795561,square,100.0,100,20,False,,90.0,2021-07-25 16:48,2065.2 secs,,0,5626,44.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,33.0,56.0
2097,140879168,-97.79201548382184,30.25825508795561,square,100.0,100,20,False,,90.0,2021-07-25 16:14,281.0 secs,,0,5625,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,56.0
2092,140879163,-97.78680929029308,30.262751695985205,square,100.0,100,20,False,,90.0,2021-07-25 15:13,264.2 secs,,0,5620,64.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,56.0
1282,140878353,-74.58235116797465,40.32115469598521,square,100.0,100,21,False,,90.0,2021-07-22 05:39,202.4 secs,,0,3424,56.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,34.0
765,140877836,-122.5080191304334,37.90276508795561,square,100.0,100,0,False,,90.0,2021-07-21 07:53,419.6 secs,,0,2025,52.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.0,7.0,3.0,20.0
2091,140879162,-97.79201548382184,30.262751695985205,square,100.0,100,20,False,,90.0,2021-07-25 15:09,142.9 secs,,0,5619,50.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,56.0
233,140877304,-74.20186651715373,40.8615669120444,square,100.0,100,57,False,,89.0,2021-07-15 16:43,173.2 secs,,0,611,37.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1.0,6.0,14.0,6.0
226,141074014,-75.83012904181525,37.66957852007399,square,100.0,100,54,False,,89.0,2021-07-29 02:13,29.4 secs,,0,10704,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,1.0,0.0,0.0,107.0
249,141074037,-75.83580895818476,37.65159208795561,square,100.0,100,54,False,,89.0,2021-07-29 02:55,9.1 secs,,0,10727,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
1550,140878621,-111.04786614165688,31.498274479926017,square,100.0,100,48,False,,89.0,2021-07-19 04:24,209.5 secs,,0,4133,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,41.0
736,140963231,-106.22312272851784,31.695308479926016,square,100.0,100,31,False,,89.0,2021-07-30 07:37,-311.1 secs,,0,7633,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,66.0,4.0,76.0
134,141016178,-98.6453813605888,29.602477695985204,square,100.0,100,47,False,,89.0,2021-08-09 07:00,101.4 secs,,0,9223,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,92.0
2011,140879082,-75.17674372628163,39.9974273040148,square,100.0,100,34,False,,89.0,2021-08-08 20:09,655.3 secs,,0,5413,8.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,44.0,27.0,54.0
2010,140879081,-75.14739627371837,40.0019239120444,square,100.0,100,34,False,,89.0,2021-08-08 19:58,657.5 secs,,0,5412,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,25.0,56.0,54.0
2009,140879080,-75.15326576423102,40.0019239120444,square,100.0,100,34,False,,89.0,2021-08-08 19:47,331.6 secs,,0,5411,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.0,49.0,54.0
1704,140878775,-77.60770609,37.68885452,square,100.0,100,61,False,,89.0,2021-07-21 20:11,497.1 secs,,0,4602,45.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,18.0,0.0,3.0,46.0
2006,140879077,-75.17087423576898,40.0019239120444,square,100.0,100,34,False,,89.0,2021-08-08 19:31,420.2 secs,,0,5408,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,53.0,37.0,54.0
762,140877833,-122.49092137391332,37.907261695985206,square,100.0,100,0,False,,89.0,2021-07-21 07:29,153.7 secs,,0,2022,16.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0
2003,140879074,-75.15326576423102,40.00642052007399,square,100.0,100,34,False,,89.0,2021-08-08 19:14,722.4 secs,,0,5405,11.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,36.0,54.0
1522,140878593,-111.03731757502942,31.520757520073985,square,100.0,100,48,False,,89.0,2021-07-15 02:34,792.0 secs,,0,4105,49.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,41.0
247,140877318,-74.22564647141043,40.84807708795561,square,100.0,100,57,False,,89.0,2021-07-15 17:31,501.9 secs,,0,625,17.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,14.0,18.0,6.0
573,140963068,-77.31667007028115,38.912414693241786,square,100.0,100,38,False,,89.0,2021-08-13 20:21,36.2 secs,,0,7218,90.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,72.0
1703,140878774,-77.61338748,37.68885452,square,100.0,100,61,False,,89.0,2021-07-21 20:03,885.9 secs,,0,4601,26.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,12.0,17.0,46.0
2013,140879084,-75.16500474525633,39.9974273040148,square,100.0,100,34,False,,89.0,2021-08-08 20:20,239.2 secs,,0,5415,25.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,32.0,54.0
213,140962708,-77.55934273,37.65179759,square,100.0,100,8,False,,89.0,2021-07-22 03:03,113.1 secs,,0,6228,14.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,24.0,21.0,62.0
